,Years,Timesteps,Region,Carrier,Value
1358,Y25,15,reg1,Services_sector_energy,0.0
1359,Y25,16,reg1,Services_sector_energy,0.0
1360,Y25,17,reg1,Services_sector_energy,0.0
1361,Y25,18,reg1,Services_sector_energy,0.0
1362,Y25,19,reg1,Services_sector_energy,0.0
1363,Y25,20,reg1,Services_sector_energy,0.0
1364,Y25,21,reg1,Services_sector_energy,0.0
1365,Y25,22,reg1,Services_sector_energy,0.0
1366,Y25,23,reg1,Services_sector_energy,0.0
1367,Y25,24,reg1,Services_sector_energy,0.0
1368,Y26,1,reg1,Services_sector_energy,0.0
1369,Y26,2,reg1,Services_sector_energy,0.0
1370,Y26,3,reg1,Services_sector_energy,0.0
1371,Y26,4,reg1,Services_sector_energy,0.0
1372,Y26,5,reg1,Services_sector_energy,0.0
1373,Y26,6,reg1,Services_sector_energy,0.0
1374,Y26,7,reg1,Services_sector_energy,0.0
1375,Y26,8,reg1,Services_sector_energy,0.0
1376,Y26,9,reg1,Services_sector_energy,0.0
1377,Y26,10,reg1,Services_sector_energy,0.0
1378,Y26,11,reg1,Services_sector_energy,0.0
1379,Y26,12,reg1,Services_sector_energy,0.0
1380,Y26,13,reg1,Services_sector_energy,0.0
1381,Y26,14,reg1,Services_sector_energy,0.0
1382,Y26,15,reg1,Services_sector_energy,0.0
1383,Y26,16,reg1,Services_sector_energy,0.0
1384,Y26,17,reg1,Services_sector_energy,0.0
1385,Y26,18,reg1,Services_sector_energy,0.0
1386,Y26,19,reg1,Services_sector_energy,0.0
1387,Y26,20,reg1,Services_sector_energy,0.0
1388,Y26,21,reg1,Services_sector_energy,0.0
1389,Y26,22,reg1,Services_sector_energy,0.0
1390,Y26,23,reg1,Services_sector_energy,0.0
1391,Y26,24,reg1,Services_sector_energy,0.0
1392,Y27,1,reg1,Services_sector_energy,0.0
1393,Y27,2,reg1,Services_sector_energy,0.0
1394,Y27,3,reg1,Services_sector_energy,0.0
1395,Y27,4,reg1,Services_sector_energy,0.0
1396,Y27,5,reg1,Services_sector_energy,0.0
1397,Y27,6,reg1,Services_sector_energy,0.0
1398,Y27,7,reg1,Services_sector_energy,0.0
1399,Y27,8,reg1,Services_sector_energy,0.0
1400,Y27,9,reg1,Services_sector_energy,0.0
1401,Y27,10,reg1,Services_sector_energy,0.0
1402,Y27,11,reg1,Services_sector_energy,0.0
1403,Y27,12,reg1,Services_sector_energy,0.0
1404,Y27,13,reg1,Services_sector_energy,0.0
1405,Y27,14,reg1,Services_sector_energy,0.0
1406,Y27,15,reg1,Services_sector_energy,0.0
1407,Y27,16,reg1,Services_sector_energy,0.0
1408,Y27,17,reg1,Services_sector_energy,0.0
1409,Y27,18,reg1,Services_sector_energy,0.0
1410,Y27,19,reg1,Services_sector_energy,0.0
1411,Y27,20,reg1,Services_sector_energy,0.0
1412,Y27,21,reg1,Services_sector_energy,0.0
1413,Y27,22,reg1,Services_sector_energy,0.0
1414,Y27,23,reg1,Services_sector_energy,0.0
1415,Y27,24,reg1,Services_sector_energy,0.0
1416,Y28,1,reg1,Services_sector_energy,0.0
1417,Y28,2,reg1,Services_sector_energy,0.0
1418,Y28,3,reg1,Services_sector_energy,0.0
1419,Y28,4,reg1,Services_sector_energy,0.0
1420,Y28,5,reg1,Services_sector_energy,0.0
1421,Y28,6,reg1,Services_sector_energy,0.0
1422,Y28,7,reg1,Services_sector_energy,0.0
1423,Y28,8,reg1,Services_sector_energy,0.0
1424,Y28,9,reg1,Services_sector_energy,0.0
1425,Y28,10,reg1,Services_sector_energy,0.0
1426,Y28,11,reg1,Services_sector_energy,0.0
1427,Y28,12,reg1,Services_sector_energy,0.0
1428,Y28,13,reg1,Services_sector_energy,0.0
1429,Y28,14,reg1,Services_sector_energy,0.0
1430,Y28,15,reg1,Services_sector_energy,0.0
1431,Y28,16,reg1,Services_sector_energy,0.0
1432,Y28,17,reg1,Services_sector_energy,0.0
1433,Y28,18,reg1,Services_sector_energy,0.0
1434,Y28,19,reg1,Services_sector_energy,0.0
1435,Y28,20,reg1,Services_sector_energy,0.0
1436,Y28,21,reg1,Services_sector_energy,0.0
1437,Y28,22,reg1,Services_sector_energy,0.0
1438,Y28,23,reg1,Services_sector_energy,0.0
1439,Y28,24,reg1,Services_sector_energy,0.0
1440,Y29,1,reg1,Services_sector_energy,0.0
1441,Y29,2,reg1,Services_sector_energy,0.0
1442,Y29,3,reg1,Services_sector_energy,0.0
1443,Y29,4,reg1,Services_sector_energy,0.0
1444,Y29,5,reg1,Services_sector_energy,0.0
1445,Y29,6,reg1,Services_sector_energy,0.0
1446,Y29,7,reg1,Services_sector_energy,0.0
1447,Y29,8,reg1,Services_sector_energy,0.0
1448,Y29,9,reg1,Services_sector_energy,0.0
1449,Y29,10,reg1,Services_sector_energy,0.0
1450,Y29,11,reg1,Services_sector_energy,0.0
1451,Y29,12,reg1,Services_sector_energy,0.0
1452,Y29,13,reg1,Services_sector_energy,0.0
1453,Y29,14,reg1,Services_sector_energy,0.0
1454,Y29,15,reg1,Services_sector_energy,0.0
1455,Y29,16,reg1,Services_sector_energy,0.0
1456,Y29,17,reg1,Services_sector_energy,0.0
1457,Y29,18,reg1,Services_sector_energy,0.0
1458,Y29,19,reg1,Services_sector_energy,0.0
1459,Y29,20,reg1,Services_sector_energy,0.0
1460,Y29,21,reg1,Services_sector_energy,0.0
1461,Y29,22,reg1,Services_sector_energy,0.0
1462,Y29,23,reg1,Services_sector_energy,0.0
1463,Y29,24,reg1,Services_sector_energy,0.0
1464,Y30,1,reg1,Services_sector_energy,0.0
1465,Y30,2,reg1,Services_sector_energy,0.0
1466,Y30,3,reg1,Services_sector_energy,0.0
1467,Y30,4,reg1,Services_sector_energy,0.0
1468,Y30,5,reg1,Services_sector_energy,0.0
1469,Y30,6,reg1,Services_sector_energy,0.0
1470,Y30,7,reg1,Services_sector_energy,0.0
1471,Y30,8,reg1,Services_sector_energy,0.0
1472,Y30,9,reg1,Services_sector_energy,0.0
1473,Y30,10,reg1,Services_sector_energy,0.0
1474,Y30,11,reg1,Services_sector_energy,0.0
1475,Y30,12,reg1,Services_sector_energy,0.0
1476,Y30,13,reg1,Services_sector_energy,0.0
1477,Y30,14,reg1,Services_sector_energy,0.0
1478,Y30,15,reg1,Services_sector_energy,0.0
1479,Y30,16,reg1,Services_sector_energy,0.0
1480,Y30,17,reg1,Services_sector_energy,0.0
1481,Y30,18,reg1,Services_sector_energy,0.0
1482,Y30,19,reg1,Services_sector_energy,0.0
1483,Y30,20,reg1,Services_sector_energy,0.0
1484,Y30,21,reg1,Services_sector_energy,0.0
1485,Y30,22,reg1,Services_sector_energy,0.0
1486,Y30,23,reg1,Services_sector_energy,0.0
1487,Y30,24,reg1,Services_sector_energy,0.0
1488,Y0,1,reg1,Residential_sector_energy,0.0
1489,Y0,2,reg1,Residential_sector_energy,0.0
1490,Y0,3,reg1,Residential_sector_energy,0.0
1491,Y0,4,reg1,Residential_sector_energy,0.0
1492,Y0,5,reg1,Residential_sector_energy,0.0
1493,Y0,6,reg1,Residential_sector_energy,0.0
1494,Y0,7,reg1,Residential_sector_energy,0.0
1495,Y0,8,reg1,Residential_sector_energy,0.0
1496,Y0,9,reg1,Residential_sector_energy,0.0
1497,Y0,10,reg1,Residential_sector_energy,0.0
1498,Y0,11,reg1,Residential_sector_energy,0.0
1499,Y0,12,reg1,Residential_sector_energy,0.0
1500,Y0,13,reg1,Residential_sector_energy,0.0
1501,Y0,14,reg1,Residential_sector_energy,0.0
1502,Y0,15,reg1,Residential_sector_energy,0.0
1503,Y0,16,reg1,Residential_sector_energy,0.0
1504,Y0,17,reg1,Residential_sector_energy,0.0
1505,Y0,18,reg1,Residential_sector_energy,0.0
1506,Y0,19,reg1,Residential_sector_energy,0.0
1507,Y0,20,reg1,Residential_sector_energy,0.0
1508,Y0,21,reg1,Residential_sector_energy,0.0
1509,Y0,22,reg1,Residential_sector_energy,0.0
1510,Y0,23,reg1,Residential_sector_energy,0.0
1511,Y0,24,reg1,Residential_sector_energy,0.0
1512,Y1,1,reg1,Residential_sector_energy,0.0
1513,Y1,2,reg1,Residential_sector_energy,0.0
1514,Y1,3,reg1,Residential_sector_energy,0.0
1515,Y1,4,reg1,Residential_sector_energy,0.0
1516,Y1,5,reg1,Residential_sector_energy,0.0
1517,Y1,6,reg1,Residential_sector_energy,0.0
1518,Y1,7,reg1,Residential_sector_energy,0.0
1519,Y1,8,reg1,Residential_sector_energy,0.0
1520,Y1,9,reg1,Residential_sector_energy,0.0
1521,Y1,10,reg1,Residential_sector_energy,0.0
1522,Y1,11,reg1,Residential_sector_energy,0.0
1523,Y1,12,reg1,Residential_sector_energy,0.0
1524,Y1,13,reg1,Residential_sector_energy,0.0
1525,Y1,14,reg1,Residential_sector_energy,0.0
1526,Y1,15,reg1,Residential_sector_energy,0.0
1527,Y1,16,reg1,Residential_sector_energy,0.0
1528,Y1,17,reg1,Residential_sector_energy,0.0
1529,Y1,18,reg1,Residential_sector_energy,0.0
1530,Y1,19,reg1,Residential_sector_energy,0.0
1531,Y1,20,reg1,Residential_sector_energy,0.0
1532,Y1,21,reg1,Residential_sector_energy,0.0
1533,Y1,22,reg1,Residential_sector_energy,0.0
1534,Y1,23,reg1,Residential_sector_energy,0.0
1535,Y1,24,reg1,Residential_sector_energy,0.0
1536,Y2,1,reg1,Residential_sector_energy,0.0
1537,Y2,2,reg1,Residential_sector_energy,0.0
1538,Y2,3,reg1,Residential_sector_energy,0.0
1539,Y2,4,reg1,Residential_sector_energy,0.0
1540,Y2,5,reg1,Residential_sector_energy,0.0
1541,Y2,6,reg1,Residential_sector_energy,0.0
1542,Y2,7,reg1,Residential_sector_energy,0.0
1543,Y2,8,reg1,Residential_sector_energy,0.0
1544,Y2,9,reg1,Residential_sector_energy,0.0
1545,Y2,10,reg1,Residential_sector_energy,0.0
1546,Y2,11,reg1,Residential_sector_energy,0.0
1547,Y2,12,reg1,Residential_sector_energy,0.0
1548,Y2,13,reg1,Residential_sector_energy,0.0
1549,Y2,14,reg1,Residential_sector_energy,0.0
1550,Y2,15,reg1,Residential_sector_energy,0.0
1551,Y2,16,reg1,Residential_sector_energy,0.0
1552,Y2,17,reg1,Residential_sector_energy,0.0
1553,Y2,18,reg1,Residential_sector_energy,0.0
1554,Y2,19,reg1,Residential_sector_energy,0.0
1555,Y2,20,reg1,Residential_sector_energy,0.0
1556,Y2,21,reg1,Residential_sector_energy,0.0
1557,Y2,22,reg1,Residential_sector_energy,0.0
1558,Y2,23,reg1,Residential_sector_energy,0.0
1559,Y2,24,reg1,Residential_sector_energy,0.0
1560,Y3,1,reg1,Residential_sector_energy,0.0
1561,Y3,2,reg1,Residential_sector_energy,0.0
1562,Y3,3,reg1,Residential_sector_energy,0.0
1563,Y3,4,reg1,Residential_sector_energy,0.0
1564,Y3,5,reg1,Residential_sector_energy,0.0
1565,Y3,6,reg1,Residential_sector_energy,0.0
1566,Y3,7,reg1,Residential_sector_energy,0.0
1567,Y3,8,reg1,Residential_sector_energy,0.0
1568,Y3,9,reg1,Residential_sector_energy,0.0
1569,Y3,10,reg1,Residential_sector_energy,0.0
1570,Y3,11,reg1,Residential_sector_energy,0.0
1571,Y3,12,reg1,Residential_sector_energy,0.0
1572,Y3,13,reg1,Residential_sector_energy,0.0
1573,Y3,14,reg1,Residential_sector_energy,0.0
1574,Y3,15,reg1,Residential_sector_energy,0.0
1575,Y3,16,reg1,Residential_sector_energy,0.0
1576,Y3,17,reg1,Residential_sector_energy,0.0
1577,Y3,18,reg1,Residential_sector_energy,0.0
1578,Y3,19,reg1,Residential_sector_energy,0.0
1579,Y3,20,reg1,Residential_sector_energy,0.0
1580,Y3,21,reg1,Residential_sector_energy,0.0
1581,Y3,22,reg1,Residential_sector_energy,0.0
1582,Y3,23,reg1,Residential_sector_energy,0.0
1583,Y3,24,reg1,Residential_sector_energy,0.0
1584,Y4,1,reg1,Residential_sector_energy,0.0
1585,Y4,2,reg1,Residential_sector_energy,0.0
1586,Y4,3,reg1,Residential_sector_energy,0.0
1587,Y4,4,reg1,Residential_sector_energy,0.0
1588,Y4,5,reg1,Residential_sector_energy,0.0
1589,Y4,6,reg1,Residential_sector_energy,0.0
1590,Y4,7,reg1,Residential_sector_energy,0.0
1591,Y4,8,reg1,Residential_sector_energy,0.0
1592,Y4,9,reg1,Residential_sector_energy,0.0
1593,Y4,10,reg1,Residential_sector_energy,0.0
1594,Y4,11,reg1,Residential_sector_energy,0.0
1595,Y4,12,reg1,Residential_sector_energy,0.0
1596,Y4,13,reg1,Residential_sector_energy,0.0
1597,Y4,14,reg1,Residential_sector_energy,0.0
1598,Y4,15,reg1,Residential_sector_energy,0.0
1599,Y4,16,reg1,Residential_sector_energy,0.0
1600,Y4,17,reg1,Residential_sector_energy,0.0
1601,Y4,18,reg1,Residential_sector_energy,0.0
1602,Y4,19,reg1,Residential_sector_energy,0.0
1603,Y4,20,reg1,Residential_sector_energy,0.0
1604,Y4,21,reg1,Residential_sector_energy,0.0
1605,Y4,22,reg1,Residential_sector_energy,0.0
1606,Y4,23,reg1,Residential_sector_energy,0.0
1607,Y4,24,reg1,Residential_sector_energy,0.0
1608,Y5,1,reg1,Residential_sector_energy,0.0
1609,Y5,2,reg1,Residential_sector_energy,0.0
1610,Y5,3,reg1,Residential_sector_energy,0.0
1611,Y5,4,reg1,Residential_sector_energy,0.0
1612,Y5,5,reg1,Residential_sector_energy,0.0
1613,Y5,6,reg1,Residential_sector_energy,0.0
1614,Y5,7,reg1,Residential_sector_energy,0.0
1615,Y5,8,reg1,Residential_sector_energy,0.0
1616,Y5,9,reg1,Residential_sector_energy,0.0
1617,Y5,10,reg1,Residential_sector_energy,0.0
1618,Y5,11,reg1,Residential_sector_energy,0.0
1619,Y5,12,reg1,Residential_sector_energy,0.0
1620,Y5,13,reg1,Residential_sector_energy,0.0
1621,Y5,14,reg1,Residential_sector_energy,0.0
1622,Y5,15,reg1,Residential_sector_energy,0.0
1623,Y5,16,reg1,Residential_sector_energy,0.0
1624,Y5,17,reg1,Residential_sector_energy,0.0
1625,Y5,18,reg1,Residential_sector_energy,0.0
1626,Y5,19,reg1,Residential_sector_energy,0.0
1627,Y5,20,reg1,Residential_sector_energy,0.0
1628,Y5,21,reg1,Residential_sector_energy,0.0
1629,Y5,22,reg1,Residential_sector_energy,0.0
1630,Y5,23,reg1,Residential_sector_energy,0.0
1631,Y5,24,reg1,Residential_sector_energy,0.0
1632,Y6,1,reg1,Residential_sector_energy,0.0
1633,Y6,2,reg1,Residential_sector_energy,0.0
1634,Y6,3,reg1,Residential_sector_energy,0.0
1635,Y6,4,reg1,Residential_sector_energy,0.0
1636,Y6,5,reg1,Residential_sector_energy,0.0
1637,Y6,6,reg1,Residential_sector_energy,0.0
1638,Y6,7,reg1,Residential_sector_energy,0.0
1639,Y6,8,reg1,Residential_sector_energy,0.0
1640,Y6,9,reg1,Residential_sector_energy,0.0
1641,Y6,10,reg1,Residential_sector_energy,0.0
1642,Y6,11,reg1,Residential_sector_energy,0.0
1643,Y6,12,reg1,Residential_sector_energy,0.0
1644,Y6,13,reg1,Residential_sector_energy,0.0
1645,Y6,14,reg1,Residential_sector_energy,0.0
1646,Y6,15,reg1,Residential_sector_energy,0.0
1647,Y6,16,reg1,Residential_sector_energy,0.0
1648,Y6,17,reg1,Residential_sector_energy,0.0
1649,Y6,18,reg1,Residential_sector_energy,0.0
1650,Y6,19,reg1,Residential_sector_energy,0.0
1651,Y6,20,reg1,Residential_sector_energy,0.0
1652,Y6,21,reg1,Residential_sector_energy,0.0
1653,Y6,22,reg1,Residential_sector_energy,0.0
1654,Y6,23,reg1,Residential_sector_energy,0.0
1655,Y6,24,reg1,Residential_sector_energy,0.0
1656,Y7,1,reg1,Residential_sector_energy,0.0
1657,Y7,2,reg1,Residential_sector_energy,0.0
1658,Y7,3,reg1,Residential_sector_energy,0.0
1659,Y7,4,reg1,Residential_sector_energy,0.0
1660,Y7,5,reg1,Residential_sector_energy,0.0
1661,Y7,6,reg1,Residential_sector_energy,0.0
1662,Y7,7,reg1,Residential_sector_energy,0.0
1663,Y7,8,reg1,Residential_sector_energy,0.0
1664,Y7,9,reg1,Residential_sector_energy,0.0
1665,Y7,10,reg1,Residential_sector_energy,0.0
1666,Y7,11,reg1,Residential_sector_energy,0.0
1667,Y7,12,reg1,Residential_sector_energy,0.0
1668,Y7,13,reg1,Residential_sector_energy,0.0
1669,Y7,14,reg1,Residential_sector_energy,0.0
1670,Y7,15,reg1,Residential_sector_energy,0.0
1671,Y7,16,reg1,Residential_sector_energy,0.0
1672,Y7,17,reg1,Residential_sector_energy,0.0
1673,Y7,18,reg1,Residential_sector_energy,0.0
1674,Y7,19,reg1,Residential_sector_energy,0.0
1675,Y7,20,reg1,Residential_sector_energy,0.0
1676,Y7,21,reg1,Residential_sector_energy,0.0
1677,Y7,22,reg1,Residential_sector_energy,0.0
1678,Y7,23,reg1,Residential_sector_energy,0.0
1679,Y7,24,reg1,Residential_sector_energy,0.0
1680,Y8,1,reg1,Residential_sector_energy,0.0
1681,Y8,2,reg1,Residential_sector_energy,0.0
1682,Y8,3,reg1,Residential_sector_energy,0.0
1683,Y8,4,reg1,Residential_sector_energy,0.0
1684,Y8,5,reg1,Residential_sector_energy,0.0
1685,Y8,6,reg1,Residential_sector_energy,0.0
1686,Y8,7,reg1,Residential_sector_energy,0.0
1687,Y8,8,reg1,Residential_sector_energy,0.0
1688,Y8,9,reg1,Residential_sector_energy,0.0
1689,Y8,10,reg1,Residential_sector_energy,0.0
1690,Y8,11,reg1,Residential_sector_energy,0.0
1691,Y8,12,reg1,Residential_sector_energy,0.0
1692,Y8,13,reg1,Residential_sector_energy,0.0
1693,Y8,14,reg1,Residential_sector_energy,0.0
1694,Y8,15,reg1,Residential_sector_energy,0.0
1695,Y8,16,reg1,Residential_sector_energy,0.0
1696,Y8,17,reg1,Residential_sector_energy,0.0
1697,Y8,18,reg1,Residential_sector_energy,0.0
1698,Y8,19,reg1,Residential_sector_energy,0.0
1699,Y8,20,reg1,Residential_sector_energy,0.0
1700,Y8,21,reg1,Residential_sector_energy,0.0
1701,Y8,22,reg1,Residential_sector_energy,0.0
1702,Y8,23,reg1,Residential_sector_energy,0.0
1703,Y8,24,reg1,Residential_sector_energy,0.0
1704,Y9,1,reg1,Residential_sector_energy,0.0
1705,Y9,2,reg1,Residential_sector_energy,0.0
1706,Y9,3,reg1,Residential_sector_energy,0.0
1707,Y9,4,reg1,Residential_sector_energy,0.0
1708,Y9,5,reg1,Residential_sector_energy,0.0
1709,Y9,6,reg1,Residential_sector_energy,0.0
1710,Y9,7,reg1,Residential_sector_energy,0.0
1711,Y9,8,reg1,Residential_sector_energy,0.0
1712,Y9,9,reg1,Residential_sector_energy,0.0
1713,Y9,10,reg1,Residential_sector_energy,0.0
1714,Y9,11,reg1,Residential_sector_energy,0.0
1715,Y9,12,reg1,Residential_sector_energy,0.0
1716,Y9,13,reg1,Residential_sector_energy,0.0
1717,Y9,14,reg1,Residential_sector_energy,0.0
1718,Y9,15,reg1,Residential_sector_energy,0.0
1719,Y9,16,reg1,Residential_sector_energy,0.0
1720,Y9,17,reg1,Residential_sector_energy,0.0
1721,Y9,18,reg1,Residential_sector_energy,0.0
1722,Y9,19,reg1,Residential_sector_energy,0.0
1723,Y9,20,reg1,Residential_sector_energy,0.0
1724,Y9,21,reg1,Residential_sector_energy,0.0
1725,Y9,22,reg1,Residential_sector_energy,0.0
1726,Y9,23,reg1,Residential_sector_energy,0.0
1727,Y9,24,reg1,Residential_sector_energy,0.0
1728,Y10,1,reg1,Residential_sector_energy,0.0
1729,Y10,2,reg1,Residential_sector_energy,0.0
1730,Y10,3,reg1,Residential_sector_energy,0.0
1731,Y10,4,reg1,Residential_sector_energy,0.0
1732,Y10,5,reg1,Residential_sector_energy,0.0
1733,Y10,6,reg1,Residential_sector_energy,0.0
1734,Y10,7,reg1,Residential_sector_energy,0.0
1735,Y10,8,reg1,Residential_sector_energy,0.0
1736,Y10,9,reg1,Residential_sector_energy,0.0
1737,Y10,10,reg1,Residential_sector_energy,0.0
1738,Y10,11,reg1,Residential_sector_energy,0.0
1739,Y10,12,reg1,Residential_sector_energy,0.0
1740,Y10,13,reg1,Residential_sector_energy,0.0
1741,Y10,14,reg1,Residential_sector_energy,0.0
1742,Y10,15,reg1,Residential_sector_energy,0.0
1743,Y10,16,reg1,Residential_sector_energy,0.0
1744,Y10,17,reg1,Residential_sector_energy,0.0
1745,Y10,18,reg1,Residential_sector_energy,0.0
1746,Y10,19,reg1,Residential_sector_energy,0.0
1747,Y10,20,reg1,Residential_sector_energy,0.0
1748,Y10,21,reg1,Residential_sector_energy,0.0
1749,Y10,22,reg1,Residential_sector_energy,0.0
1750,Y10,23,reg1,Residential_sector_energy,0.0
1751,Y10,24,reg1,Residential_sector_energy,0.0
1752,Y11,1,reg1,Residential_sector_energy,0.0
1753,Y11,2,reg1,Residential_sector_energy,0.0
1754,Y11,3,reg1,Residential_sector_energy,0.0
1755,Y11,4,reg1,Residential_sector_energy,0.0
1756,Y11,5,reg1,Residential_sector_energy,0.0
1757,Y11,6,reg1,Residential_sector_energy,0.0
1758,Y11,7,reg1,Residential_sector_energy,0.0
1759,Y11,8,reg1,Residential_sector_energy,0.0
1760,Y11,9,reg1,Residential_sector_energy,0.0
1761,Y11,10,reg1,Residential_sector_energy,0.0
1762,Y11,11,reg1,Residential_sector_energy,0.0
1763,Y11,12,reg1,Residential_sector_energy,0.0
1764,Y11,13,reg1,Residential_sector_energy,0.0
1765,Y11,14,reg1,Residential_sector_energy,0.0
1766,Y11,15,reg1,Residential_sector_energy,0.0
1767,Y11,16,reg1,Residential_sector_energy,0.0
1768,Y11,17,reg1,Residential_sector_energy,0.0
1769,Y11,18,reg1,Residential_sector_energy,0.0
1770,Y11,19,reg1,Residential_sector_energy,0.0
1771,Y11,20,reg1,Residential_sector_energy,0.0
1772,Y11,21,reg1,Residential_sector_energy,0.0
1773,Y11,22,reg1,Residential_sector_energy,0.0
1774,Y11,23,reg1,Residential_sector_energy,0.0
1775,Y11,24,reg1,Residential_sector_energy,0.0
1776,Y12,1,reg1,Residential_sector_energy,0.0
1777,Y12,2,reg1,Residential_sector_energy,0.0
1778,Y12,3,reg1,Residential_sector_energy,0.0
1779,Y12,4,reg1,Residential_sector_energy,0.0
1780,Y12,5,reg1,Residential_sector_energy,0.0
1781,Y12,6,reg1,Residential_sector_energy,0.0
1782,Y12,7,reg1,Residential_sector_energy,0.0
1783,Y12,8,reg1,Residential_sector_energy,0.0
1784,Y12,9,reg1,Residential_sector_energy,0.0
1785,Y12,10,reg1,Residential_sector_energy,0.0
1786,Y12,11,reg1,Residential_sector_energy,0.0
1787,Y12,12,reg1,Residential_sector_energy,0.0
1788,Y12,13,reg1,Residential_sector_energy,0.0
1789,Y12,14,reg1,Residential_sector_energy,0.0
1790,Y12,15,reg1,Residential_sector_energy,0.0
1791,Y12,16,reg1,Residential_sector_energy,0.0
1792,Y12,17,reg1,Residential_sector_energy,0.0
1793,Y12,18,reg1,Residential_sector_energy,0.0
1794,Y12,19,reg1,Residential_sector_energy,0.0
1795,Y12,20,reg1,Residential_sector_energy,0.0
1796,Y12,21,reg1,Residential_sector_energy,0.0
1797,Y12,22,reg1,Residential_sector_energy,0.0
1798,Y12,23,reg1,Residential_sector_energy,0.0
1799,Y12,24,reg1,Residential_sector_energy,0.0
1800,Y13,1,reg1,Residential_sector_energy,0.0
1801,Y13,2,reg1,Residential_sector_energy,0.0
1802,Y13,3,reg1,Residential_sector_energy,0.0
1803,Y13,4,reg1,Residential_sector_energy,0.0
1804,Y13,5,reg1,Residential_sector_energy,0.0
1805,Y13,6,reg1,Residential_sector_energy,0.0
1806,Y13,7,reg1,Residential_sector_energy,0.0
1807,Y13,8,reg1,Residential_sector_energy,0.0
1808,Y13,9,reg1,Residential_sector_energy,0.0
1809,Y13,10,reg1,Residential_sector_energy,0.0
1810,Y13,11,reg1,Residential_sector_energy,0.0
1811,Y13,12,reg1,Residential_sector_energy,0.0
1812,Y13,13,reg1,Residential_sector_energy,0.0
1813,Y13,14,reg1,Residential_sector_energy,0.0
1814,Y13,15,reg1,Residential_sector_energy,0.0
1815,Y13,16,reg1,Residential_sector_energy,0.0
1816,Y13,17,reg1,Residential_sector_energy,0.0
1817,Y13,18,reg1,Residential_sector_energy,0.0
1818,Y13,19,reg1,Residential_sector_energy,0.0
1819,Y13,20,reg1,Residential_sector_energy,0.0
1820,Y13,21,reg1,Residential_sector_energy,0.0
1821,Y13,22,reg1,Residential_sector_energy,0.0
1822,Y13,23,reg1,Residential_sector_energy,0.0
1823,Y13,24,reg1,Residential_sector_energy,0.0
1824,Y14,1,reg1,Residential_sector_energy,0.0
1825,Y14,2,reg1,Residential_sector_energy,0.0
1826,Y14,3,reg1,Residential_sector_energy,0.0
1827,Y14,4,reg1,Residential_sector_energy,0.0
1828,Y14,5,reg1,Residential_sector_energy,0.0
1829,Y14,6,reg1,Residential_sector_energy,0.0
1830,Y14,7,reg1,Residential_sector_energy,0.0
1831,Y14,8,reg1,Residential_sector_energy,0.0
1832,Y14,9,reg1,Residential_sector_energy,0.0
1833,Y14,10,reg1,Residential_sector_energy,0.0
1834,Y14,11,reg1,Residential_sector_energy,0.0
1835,Y14,12,reg1,Residential_sector_energy,0.0
1836,Y14,13,reg1,Residential_sector_energy,0.0
1837,Y14,14,reg1,Residential_sector_energy,0.0
1838,Y14,15,reg1,Residential_sector_energy,0.0
1839,Y14,16,reg1,Residential_sector_energy,0.0
1840,Y14,17,reg1,Residential_sector_energy,0.0
1841,Y14,18,reg1,Residential_sector_energy,0.0
1842,Y14,19,reg1,Residential_sector_energy,0.0
1843,Y14,20,reg1,Residential_sector_energy,0.0
1844,Y14,21,reg1,Residential_sector_energy,0.0
1845,Y14,22,reg1,Residential_sector_energy,0.0
1846,Y14,23,reg1,Residential_sector_energy,0.0
1847,Y14,24,reg1,Residential_sector_energy,0.0
1848,Y15,1,reg1,Residential_sector_energy,0.0
1849,Y15,2,reg1,Residential_sector_energy,0.0
1850,Y15,3,reg1,Residential_sector_energy,0.0
1851,Y15,4,reg1,Residential_sector_energy,0.0
1852,Y15,5,reg1,Residential_sector_energy,0.0
1853,Y15,6,reg1,Residential_sector_energy,0.0
1854,Y15,7,reg1,Residential_sector_energy,0.0
1855,Y15,8,reg1,Residential_sector_energy,0.0
1856,Y15,9,reg1,Residential_sector_energy,0.0
1857,Y15,10,reg1,Residential_sector_energy,0.0
1858,Y15,11,reg1,Residential_sector_energy,0.0
1859,Y15,12,reg1,Residential_sector_energy,0.0
1860,Y15,13,reg1,Residential_sector_energy,0.0
1861,Y15,14,reg1,Residential_sector_energy,0.0
1862,Y15,15,reg1,Residential_sector_energy,0.0
1863,Y15,16,reg1,Residential_sector_energy,0.0
1864,Y15,17,reg1,Residential_sector_energy,0.0
1865,Y15,18,reg1,Residential_sector_energy,0.0
1866,Y15,19,reg1,Residential_sector_energy,0.0
1867,Y15,20,reg1,Residential_sector_energy,0.0
1868,Y15,21,reg1,Residential_sector_energy,0.0
1869,Y15,22,reg1,Residential_sector_energy,0.0
1870,Y15,23,reg1,Residential_sector_energy,0.0
1871,Y15,24,reg1,Residential_sector_energy,0.0
1872,Y16,1,reg1,Residential_sector_energy,0.0
1873,Y16,2,reg1,Residential_sector_energy,0.0
1874,Y16,3,reg1,Residential_sector_energy,0.0
1875,Y16,4,reg1,Residential_sector_energy,0.0
1876,Y16,5,reg1,Residential_sector_energy,0.0
1877,Y16,6,reg1,Residential_sector_energy,0.0
1878,Y16,7,reg1,Residential_sector_energy,0.0
1879,Y16,8,reg1,Residential_sector_energy,0.0
