,Year,Timesteps,Region,Technology,Carrier,Value
223,2034,8,reg1,Pump_hydro_ST,Electricity,2369.762499999999
224,2034,9,reg1,Pump_hydro_ST,Electricity,2369.762499999999
225,2034,10,reg1,Pump_hydro_ST,Electricity,0.0
226,2034,11,reg1,Pump_hydro_ST,Electricity,0.0
227,2034,12,reg1,Pump_hydro_ST,Electricity,0.0
228,2034,13,reg1,Pump_hydro_ST,Electricity,0.0
229,2034,14,reg1,Pump_hydro_ST,Electricity,0.0
230,2034,15,reg1,Pump_hydro_ST,Electricity,0.0
231,2034,16,reg1,Pump_hydro_ST,Electricity,0.0
232,2034,17,reg1,Pump_hydro_ST,Electricity,0.0
233,2034,18,reg1,Pump_hydro_ST,Electricity,0.0
234,2034,19,reg1,Pump_hydro_ST,Electricity,0.0
235,2034,20,reg1,Pump_hydro_ST,Electricity,0.0
236,2034,21,reg1,Pump_hydro_ST,Electricity,0.0
237,2034,22,reg1,Pump_hydro_ST,Electricity,0.0
238,2034,23,reg1,Pump_hydro_ST,Electricity,0.0
239,2034,24,reg1,Pump_hydro_ST,Electricity,0.0
240,2035,1,reg1,Pump_hydro_ST,Electricity,0.0
241,2035,2,reg1,Pump_hydro_ST,Electricity,0.0
242,2035,3,reg1,Pump_hydro_ST,Electricity,2369.762499999999
243,2035,4,reg1,Pump_hydro_ST,Electricity,2369.762499999999
244,2035,5,reg1,Pump_hydro_ST,Electricity,2369.762499999999
245,2035,6,reg1,Pump_hydro_ST,Electricity,2369.762499999999
246,2035,7,reg1,Pump_hydro_ST,Electricity,2369.762499999999
247,2035,8,reg1,Pump_hydro_ST,Electricity,2369.762499999999
248,2035,9,reg1,Pump_hydro_ST,Electricity,2369.762499999999
249,2035,10,reg1,Pump_hydro_ST,Electricity,458.90562578409293
250,2035,11,reg1,Pump_hydro_ST,Electricity,0.0
251,2035,12,reg1,Pump_hydro_ST,Electricity,0.0
252,2035,13,reg1,Pump_hydro_ST,Electricity,0.0
253,2035,14,reg1,Pump_hydro_ST,Electricity,0.0
254,2035,15,reg1,Pump_hydro_ST,Electricity,0.0
255,2035,16,reg1,Pump_hydro_ST,Electricity,0.0
256,2035,17,reg1,Pump_hydro_ST,Electricity,0.0
257,2035,18,reg1,Pump_hydro_ST,Electricity,0.0
258,2035,19,reg1,Pump_hydro_ST,Electricity,0.0
259,2035,20,reg1,Pump_hydro_ST,Electricity,0.0
260,2035,21,reg1,Pump_hydro_ST,Electricity,0.0
261,2035,22,reg1,Pump_hydro_ST,Electricity,0.0
262,2035,23,reg1,Pump_hydro_ST,Electricity,0.0
263,2035,24,reg1,Pump_hydro_ST,Electricity,0.0
264,2036,1,reg1,Pump_hydro_ST,Electricity,0.0
265,2036,2,reg1,Pump_hydro_ST,Electricity,0.0
266,2036,3,reg1,Pump_hydro_ST,Electricity,2369.7624999999985
267,2036,4,reg1,Pump_hydro_ST,Electricity,2369.7624999999985
268,2036,5,reg1,Pump_hydro_ST,Electricity,2369.7624999999985
269,2036,6,reg1,Pump_hydro_ST,Electricity,2369.7624999999985
270,2036,7,reg1,Pump_hydro_ST,Electricity,2369.7624999999985
271,2036,8,reg1,Pump_hydro_ST,Electricity,2369.7624999999985
272,2036,9,reg1,Pump_hydro_ST,Electricity,2369.7624999999985
273,2036,10,reg1,Pump_hydro_ST,Electricity,1052.6091167244915
274,2036,11,reg1,Pump_hydro_ST,Electricity,0.0
275,2036,12,reg1,Pump_hydro_ST,Electricity,0.0
276,2036,13,reg1,Pump_hydro_ST,Electricity,0.0
277,2036,14,reg1,Pump_hydro_ST,Electricity,0.0
278,2036,15,reg1,Pump_hydro_ST,Electricity,0.0
279,2036,16,reg1,Pump_hydro_ST,Electricity,0.0
280,2036,17,reg1,Pump_hydro_ST,Electricity,0.0
281,2036,18,reg1,Pump_hydro_ST,Electricity,0.0
282,2036,19,reg1,Pump_hydro_ST,Electricity,0.0
283,2036,20,reg1,Pump_hydro_ST,Electricity,0.0
284,2036,21,reg1,Pump_hydro_ST,Electricity,0.0
285,2036,22,reg1,Pump_hydro_ST,Electricity,0.0
286,2036,23,reg1,Pump_hydro_ST,Electricity,0.0
287,2036,24,reg1,Pump_hydro_ST,Electricity,0.0
288,2037,1,reg1,Pump_hydro_ST,Electricity,0.0
289,2037,2,reg1,Pump_hydro_ST,Electricity,0.0
290,2037,3,reg1,Pump_hydro_ST,Electricity,2369.762499999999
291,2037,4,reg1,Pump_hydro_ST,Electricity,2369.762499999999
292,2037,5,reg1,Pump_hydro_ST,Electricity,2369.762499999999
293,2037,6,reg1,Pump_hydro_ST,Electricity,2369.762499999999
294,2037,7,reg1,Pump_hydro_ST,Electricity,2369.762499999999
295,2037,8,reg1,Pump_hydro_ST,Electricity,2369.762499999999
296,2037,9,reg1,Pump_hydro_ST,Electricity,2369.762499999999
297,2037,10,reg1,Pump_hydro_ST,Electricity,1612.1598437597645
298,2037,11,reg1,Pump_hydro_ST,Electricity,0.0
299,2037,12,reg1,Pump_hydro_ST,Electricity,0.0
300,2037,13,reg1,Pump_hydro_ST,Electricity,0.0
301,2037,14,reg1,Pump_hydro_ST,Electricity,0.0
302,2037,15,reg1,Pump_hydro_ST,Electricity,0.0
303,2037,16,reg1,Pump_hydro_ST,Electricity,0.0
304,2037,17,reg1,Pump_hydro_ST,Electricity,0.0
305,2037,18,reg1,Pump_hydro_ST,Electricity,0.0
306,2037,19,reg1,Pump_hydro_ST,Electricity,0.0
307,2037,20,reg1,Pump_hydro_ST,Electricity,0.0
308,2037,21,reg1,Pump_hydro_ST,Electricity,0.0
309,2037,22,reg1,Pump_hydro_ST,Electricity,0.0
310,2037,23,reg1,Pump_hydro_ST,Electricity,0.0
311,2037,24,reg1,Pump_hydro_ST,Electricity,0.0
312,2038,1,reg1,Pump_hydro_ST,Electricity,0.0
