,Datetime,Region,Technology,Emission,Value
554,2039,reg1,HTHP,CO2,0.0
555,2040,reg1,HTHP,CO2,0.0
556,2041,reg1,HTHP,CO2,0.0
557,2042,reg1,HTHP,CO2,0.0
558,2043,reg1,HTHP,CO2,0.0
559,2044,reg1,HTHP,CO2,0.0
560,2045,reg1,HTHP,CO2,0.0
561,2046,reg1,HTHP,CO2,0.0
562,2047,reg1,HTHP,CO2,0.0
563,2048,reg1,HTHP,CO2,0.0
564,2049,reg1,HTHP,CO2,0.0
565,2050,reg1,HTHP,CO2,0.0
566,2051,reg1,HTHP,CO2,0.0
567,2052,reg1,HTHP,CO2,0.0
568,2053,reg1,HTHP,CO2,0.0
569,2054,reg1,HTHP,CO2,0.0
570,2055,reg1,HTHP,CO2,0.0
571,2056,reg1,HTHP,CO2,0.0
572,2057,reg1,HTHP,CO2,0.0
573,2058,reg1,HTHP,CO2,0.0
574,2059,reg1,HTHP,CO2,0.0
575,2060,reg1,HTHP,CO2,0.0
576,2025,reg1,SMR,CO2,0.0
577,2026,reg1,SMR,CO2,421536.7569859195
578,2027,reg1,SMR,CO2,832473.9861532666
579,2028,reg1,SMR,CO2,1232811.8384606275
580,2029,reg1,SMR,CO2,1622553.7272884082
581,2030,reg1,SMR,CO2,2001816.3302379672
582,2031,reg1,SMR,CO2,2052214.8896507695
583,2032,reg1,SMR,CO2,2101472.4510218906
584,2033,reg1,SMR,CO2,2149589.014351328
585,2034,reg1,SMR,CO2,2196565.158388946
586,2035,reg1,SMR,CO2,2242407.6510696113
587,2036,reg1,SMR,CO2,2287108.9484142023
588,2037,reg1,SMR,CO2,2330669.0504225735
589,2038,reg1,SMR,CO2,2373087.957094957
590,2039,reg1,SMR,CO2,2377788.4379209355
591,2040,reg1,SMR,CO2,2411057.3289830447
592,2041,reg1,SMR,CO2,2360527.6344898273
593,2042,reg1,SMR,CO2,2303021.767858916
594,2043,reg1,SMR,CO2,2239099.4348234306
595,2044,reg1,SMR,CO2,2181183.7029995653
596,2045,reg1,SMR,CO2,2123267.9711757
597,2046,reg1,SMR,CO2,2065352.2393518344
598,2047,reg1,SMR,CO2,2007436.5075279695
599,2048,reg1,SMR,CO2,1949520.7757041038
600,2049,reg1,SMR,CO2,1885747.5165758508
601,2050,reg1,SMR,CO2,1827831.7847563736
602,2051,reg1,SMR,CO2,1827831.7847563736
603,2052,reg1,SMR,CO2,1833689.3120563738
604,2053,reg1,SMR,CO2,1833689.3120563738
605,2054,reg1,SMR,CO2,1833689.3120563738
606,2055,reg1,SMR,CO2,1833689.3120563738
607,2056,reg1,SMR,CO2,1839546.8393563738
608,2057,reg1,SMR,CO2,1835650.7171709735
609,2058,reg1,SMR,CO2,1835650.7171706888
610,2059,reg1,SMR,CO2,1875485.0094230708
611,2060,reg1,SMR,CO2,1875485.0094233467
612,2025,reg1,SMR_CCS,CO2,0.0
613,2026,reg1,SMR_CCS,CO2,0.0
614,2027,reg1,SMR_CCS,CO2,0.0
615,2028,reg1,SMR_CCS,CO2,0.0
616,2029,reg1,SMR_CCS,CO2,0.0
617,2030,reg1,SMR_CCS,CO2,0.0
618,2031,reg1,SMR_CCS,CO2,0.0
619,2032,reg1,SMR_CCS,CO2,0.0
620,2033,reg1,SMR_CCS,CO2,0.0
621,2034,reg1,SMR_CCS,CO2,0.0
622,2035,reg1,SMR_CCS,CO2,0.0
623,2036,reg1,SMR_CCS,CO2,0.0
624,2037,reg1,SMR_CCS,CO2,0.0
625,2038,reg1,SMR_CCS,CO2,0.0
626,2039,reg1,SMR_CCS,CO2,0.0
627,2040,reg1,SMR_CCS,CO2,0.0
628,2041,reg1,SMR_CCS,CO2,0.0
629,2042,reg1,SMR_CCS,CO2,0.0
630,2043,reg1,SMR_CCS,CO2,0.0
631,2044,reg1,SMR_CCS,CO2,0.0
632,2045,reg1,SMR_CCS,CO2,0.0
633,2046,reg1,SMR_CCS,CO2,0.0
634,2047,reg1,SMR_CCS,CO2,0.0
635,2048,reg1,SMR_CCS,CO2,0.0
636,2049,reg1,SMR_CCS,CO2,0.0
637,2050,reg1,SMR_CCS,CO2,0.0
638,2051,reg1,SMR_CCS,CO2,0.0
639,2052,reg1,SMR_CCS,CO2,0.0
640,2053,reg1,SMR_CCS,CO2,0.0
641,2054,reg1,SMR_CCS,CO2,0.0
642,2055,reg1,SMR_CCS,CO2,0.0
643,2056,reg1,SMR_CCS,CO2,0.0
644,2057,reg1,SMR_CCS,CO2,0.0
645,2058,reg1,SMR_CCS,CO2,0.0
646,2059,reg1,SMR_CCS,CO2,0.0
647,2060,reg1,SMR_CCS,CO2,0.0
648,2025,reg1,Electrolysis_PEM,CO2,0.0
649,2026,reg1,Electrolysis_PEM,CO2,0.0
650,2027,reg1,Electrolysis_PEM,CO2,0.0
651,2028,reg1,Electrolysis_PEM,CO2,0.0
652,2029,reg1,Electrolysis_PEM,CO2,0.0
653,2030,reg1,Electrolysis_PEM,CO2,0.0
654,2031,reg1,Electrolysis_PEM,CO2,0.0
655,2032,reg1,Electrolysis_PEM,CO2,0.0
656,2033,reg1,Electrolysis_PEM,CO2,0.0
657,2034,reg1,Electrolysis_PEM,CO2,0.0
658,2035,reg1,Electrolysis_PEM,CO2,0.0
659,2036,reg1,Electrolysis_PEM,CO2,0.0
660,2037,reg1,Electrolysis_PEM,CO2,0.0
661,2038,reg1,Electrolysis_PEM,CO2,0.0
662,2039,reg1,Electrolysis_PEM,CO2,0.0
663,2040,reg1,Electrolysis_PEM,CO2,0.0
664,2041,reg1,Electrolysis_PEM,CO2,0.0
665,2042,reg1,Electrolysis_PEM,CO2,0.0
666,2043,reg1,Electrolysis_PEM,CO2,0.0
667,2044,reg1,Electrolysis_PEM,CO2,0.0
668,2045,reg1,Electrolysis_PEM,CO2,0.0
669,2046,reg1,Electrolysis_PEM,CO2,0.0
670,2047,reg1,Electrolysis_PEM,CO2,0.0
671,2048,reg1,Electrolysis_PEM,CO2,0.0
672,2049,reg1,Electrolysis_PEM,CO2,0.0
673,2050,reg1,Electrolysis_PEM,CO2,0.0
674,2051,reg1,Electrolysis_PEM,CO2,0.0
675,2052,reg1,Electrolysis_PEM,CO2,0.0
676,2053,reg1,Electrolysis_PEM,CO2,0.0
677,2054,reg1,Electrolysis_PEM,CO2,0.0
678,2055,reg1,Electrolysis_PEM,CO2,0.0
679,2056,reg1,Electrolysis_PEM,CO2,0.0
680,2057,reg1,Electrolysis_PEM,CO2,0.0
681,2058,reg1,Electrolysis_PEM,CO2,0.0
682,2059,reg1,Electrolysis_PEM,CO2,0.0
683,2060,reg1,Electrolysis_PEM,CO2,0.0
684,2025,reg1,SFF_PP,CO2,3214611.432444669
685,2026,reg1,SFF_PP,CO2,2429360.86753781
686,2027,reg1,SFF_PP,CO2,1426283.9472971964
687,2028,reg1,SFF_PP,CO2,1291823.2341282135
688,2029,reg1,SFF_PP,CO2,1149294.8781690921
689,2030,reg1,SFF_PP,CO2,0.0
690,2031,reg1,SFF_PP,CO2,0.0
691,2032,reg1,SFF_PP,CO2,0.0
692,2033,reg1,SFF_PP,CO2,0.0
693,2034,reg1,SFF_PP,CO2,0.0
694,2035,reg1,SFF_PP,CO2,0.0
695,2036,reg1,SFF_PP,CO2,0.0
696,2037,reg1,SFF_PP,CO2,0.0
697,2038,reg1,SFF_PP,CO2,0.0
698,2039,reg1,SFF_PP,CO2,0.0
699,2040,reg1,SFF_PP,CO2,0.0
700,2041,reg1,SFF_PP,CO2,0.0
701,2042,reg1,SFF_PP,CO2,0.0
702,2043,reg1,SFF_PP,CO2,0.0
703,2044,reg1,SFF_PP,CO2,0.0
704,2045,reg1,SFF_PP,CO2,0.0
705,2046,reg1,SFF_PP,CO2,0.0
706,2047,reg1,SFF_PP,CO2,0.0
707,2048,reg1,SFF_PP,CO2,0.0
708,2049,reg1,SFF_PP,CO2,0.0
709,2050,reg1,SFF_PP,CO2,0.0
710,2051,reg1,SFF_PP,CO2,0.0
711,2052,reg1,SFF_PP,CO2,0.0
712,2053,reg1,SFF_PP,CO2,0.0
713,2054,reg1,SFF_PP,CO2,0.0
714,2055,reg1,SFF_PP,CO2,0.0
715,2056,reg1,SFF_PP,CO2,0.0
716,2057,reg1,SFF_PP,CO2,0.0
717,2058,reg1,SFF_PP,CO2,0.0
718,2059,reg1,SFF_PP,CO2,0.0
719,2060,reg1,SFF_PP,CO2,0.0
720,2025,reg1,Nuc_SMR_PP,CO2,0.0
721,2026,reg1,Nuc_SMR_PP,CO2,0.0
722,2027,reg1,Nuc_SMR_PP,CO2,0.0
723,2028,reg1,Nuc_SMR_PP,CO2,0.0
724,2029,reg1,Nuc_SMR_PP,CO2,0.0
725,2030,reg1,Nuc_SMR_PP,CO2,0.0
726,2031,reg1,Nuc_SMR_PP,CO2,0.0
727,2032,reg1,Nuc_SMR_PP,CO2,0.0
728,2033,reg1,Nuc_SMR_PP,CO2,0.0
729,2034,reg1,Nuc_SMR_PP,CO2,0.0
730,2035,reg1,Nuc_SMR_PP,CO2,0.0
731,2036,reg1,Nuc_SMR_PP,CO2,0.0
732,2037,reg1,Nuc_SMR_PP,CO2,0.0
733,2038,reg1,Nuc_SMR_PP,CO2,0.0
734,2039,reg1,Nuc_SMR_PP,CO2,0.0
735,2040,reg1,Nuc_SMR_PP,CO2,0.0
736,2041,reg1,Nuc_SMR_PP,CO2,0.0
737,2042,reg1,Nuc_SMR_PP,CO2,0.0
738,2043,reg1,Nuc_SMR_PP,CO2,0.0
739,2044,reg1,Nuc_SMR_PP,CO2,0.0
740,2045,reg1,Nuc_SMR_PP,CO2,0.0
741,2046,reg1,Nuc_SMR_PP,CO2,0.0
742,2047,reg1,Nuc_SMR_PP,CO2,0.0
743,2048,reg1,Nuc_SMR_PP,CO2,0.0
744,2049,reg1,Nuc_SMR_PP,CO2,0.0
745,2050,reg1,Nuc_SMR_PP,CO2,0.0
746,2051,reg1,Nuc_SMR_PP,CO2,0.0
747,2052,reg1,Nuc_SMR_PP,CO2,0.0
748,2053,reg1,Nuc_SMR_PP,CO2,0.0
749,2054,reg1,Nuc_SMR_PP,CO2,0.0
750,2055,reg1,Nuc_SMR_PP,CO2,0.0
751,2056,reg1,Nuc_SMR_PP,CO2,0.0
752,2057,reg1,Nuc_SMR_PP,CO2,0.0
753,2058,reg1,Nuc_SMR_PP,CO2,0.0
754,2059,reg1,Nuc_SMR_PP,CO2,0.0
755,2060,reg1,Nuc_SMR_PP,CO2,0.0
756,2025,reg1,Nuc_G3+_PP,CO2,0.0
757,2026,reg1,Nuc_G3+_PP,CO2,0.0
758,2027,reg1,Nuc_G3+_PP,CO2,0.0
759,2028,reg1,Nuc_G3+_PP,CO2,0.0
760,2029,reg1,Nuc_G3+_PP,CO2,0.0
761,2030,reg1,Nuc_G3+_PP,CO2,0.0
762,2031,reg1,Nuc_G3+_PP,CO2,0.0
763,2032,reg1,Nuc_G3+_PP,CO2,0.0
764,2033,reg1,Nuc_G3+_PP,CO2,0.0
765,2034,reg1,Nuc_G3+_PP,CO2,0.0
766,2035,reg1,Nuc_G3+_PP,CO2,0.0
767,2036,reg1,Nuc_G3+_PP,CO2,0.0
768,2037,reg1,Nuc_G3+_PP,CO2,0.0
769,2038,reg1,Nuc_G3+_PP,CO2,0.0
770,2039,reg1,Nuc_G3+_PP,CO2,0.0
771,2040,reg1,Nuc_G3+_PP,CO2,0.0
772,2041,reg1,Nuc_G3+_PP,CO2,0.0
773,2042,reg1,Nuc_G3+_PP,CO2,0.0
774,2043,reg1,Nuc_G3+_PP,CO2,0.0
775,2044,reg1,Nuc_G3+_PP,CO2,0.0
776,2045,reg1,Nuc_G3+_PP,CO2,0.0
777,2046,reg1,Nuc_G3+_PP,CO2,0.0
778,2047,reg1,Nuc_G3+_PP,CO2,0.0
779,2048,reg1,Nuc_G3+_PP,CO2,0.0
780,2049,reg1,Nuc_G3+_PP,CO2,0.0
781,2050,reg1,Nuc_G3+_PP,CO2,0.0
782,2051,reg1,Nuc_G3+_PP,CO2,0.0
783,2052,reg1,Nuc_G3+_PP,CO2,0.0
784,2053,reg1,Nuc_G3+_PP,CO2,0.0
785,2054,reg1,Nuc_G3+_PP,CO2,0.0
786,2055,reg1,Nuc_G3+_PP,CO2,0.0
787,2056,reg1,Nuc_G3+_PP,CO2,0.0
788,2057,reg1,Nuc_G3+_PP,CO2,0.0
789,2058,reg1,Nuc_G3+_PP,CO2,0.0
790,2059,reg1,Nuc_G3+_PP,CO2,0.0
791,2060,reg1,Nuc_G3+_PP,CO2,0.0
792,2025,reg1,Nuc_SMR_CHP,CO2,0.0
793,2026,reg1,Nuc_SMR_CHP,CO2,0.0
794,2027,reg1,Nuc_SMR_CHP,CO2,0.0
795,2028,reg1,Nuc_SMR_CHP,CO2,0.0
796,2029,reg1,Nuc_SMR_CHP,CO2,0.0
797,2030,reg1,Nuc_SMR_CHP,CO2,0.0
798,2031,reg1,Nuc_SMR_CHP,CO2,0.0
799,2032,reg1,Nuc_SMR_CHP,CO2,0.0
800,2033,reg1,Nuc_SMR_CHP,CO2,0.0
801,2034,reg1,Nuc_SMR_CHP,CO2,0.0
802,2035,reg1,Nuc_SMR_CHP,CO2,0.0
803,2036,reg1,Nuc_SMR_CHP,CO2,0.0
804,2037,reg1,Nuc_SMR_CHP,CO2,0.0
805,2038,reg1,Nuc_SMR_CHP,CO2,0.0
806,2039,reg1,Nuc_SMR_CHP,CO2,0.0
807,2040,reg1,Nuc_SMR_CHP,CO2,0.0
808,2041,reg1,Nuc_SMR_CHP,CO2,0.0
809,2042,reg1,Nuc_SMR_CHP,CO2,0.0
810,2043,reg1,Nuc_SMR_CHP,CO2,0.0
811,2044,reg1,Nuc_SMR_CHP,CO2,0.0
812,2045,reg1,Nuc_SMR_CHP,CO2,0.0
813,2046,reg1,Nuc_SMR_CHP,CO2,0.0
814,2047,reg1,Nuc_SMR_CHP,CO2,0.0
815,2048,reg1,Nuc_SMR_CHP,CO2,0.0
816,2049,reg1,Nuc_SMR_CHP,CO2,0.0
817,2050,reg1,Nuc_SMR_CHP,CO2,0.0
818,2051,reg1,Nuc_SMR_CHP,CO2,0.0
819,2052,reg1,Nuc_SMR_CHP,CO2,0.0
820,2053,reg1,Nuc_SMR_CHP,CO2,0.0
821,2054,reg1,Nuc_SMR_CHP,CO2,0.0
822,2055,reg1,Nuc_SMR_CHP,CO2,0.0
823,2056,reg1,Nuc_SMR_CHP,CO2,0.0
824,2057,reg1,Nuc_SMR_CHP,CO2,0.0
825,2058,reg1,Nuc_SMR_CHP,CO2,0.0
826,2059,reg1,Nuc_SMR_CHP,CO2,0.0
827,2060,reg1,Nuc_SMR_CHP,CO2,0.0
828,2025,reg1,Nuc_SMR_Power-CHP,CO2,0.0
829,2026,reg1,Nuc_SMR_Power-CHP,CO2,0.0
830,2027,reg1,Nuc_SMR_Power-CHP,CO2,0.0
831,2028,reg1,Nuc_SMR_Power-CHP,CO2,0.0
832,2029,reg1,Nuc_SMR_Power-CHP,CO2,0.0
833,2030,reg1,Nuc_SMR_Power-CHP,CO2,0.0
834,2031,reg1,Nuc_SMR_Power-CHP,CO2,0.0
835,2032,reg1,Nuc_SMR_Power-CHP,CO2,0.0
836,2033,reg1,Nuc_SMR_Power-CHP,CO2,0.0
837,2034,reg1,Nuc_SMR_Power-CHP,CO2,0.0
838,2035,reg1,Nuc_SMR_Power-CHP,CO2,0.0
839,2036,reg1,Nuc_SMR_Power-CHP,CO2,0.0
840,2037,reg1,Nuc_SMR_Power-CHP,CO2,0.0
841,2038,reg1,Nuc_SMR_Power-CHP,CO2,0.0
842,2039,reg1,Nuc_SMR_Power-CHP,CO2,0.0
843,2040,reg1,Nuc_SMR_Power-CHP,CO2,0.0
844,2041,reg1,Nuc_SMR_Power-CHP,CO2,0.0
845,2042,reg1,Nuc_SMR_Power-CHP,CO2,0.0
846,2043,reg1,Nuc_SMR_Power-CHP,CO2,0.0
847,2044,reg1,Nuc_SMR_Power-CHP,CO2,0.0
848,2045,reg1,Nuc_SMR_Power-CHP,CO2,0.0
849,2046,reg1,Nuc_SMR_Power-CHP,CO2,0.0
850,2047,reg1,Nuc_SMR_Power-CHP,CO2,0.0
851,2048,reg1,Nuc_SMR_Power-CHP,CO2,0.0
852,2049,reg1,Nuc_SMR_Power-CHP,CO2,0.0
853,2050,reg1,Nuc_SMR_Power-CHP,CO2,0.0
854,2051,reg1,Nuc_SMR_Power-CHP,CO2,0.0
855,2052,reg1,Nuc_SMR_Power-CHP,CO2,0.0
856,2053,reg1,Nuc_SMR_Power-CHP,CO2,0.0
857,2054,reg1,Nuc_SMR_Power-CHP,CO2,0.0
858,2055,reg1,Nuc_SMR_Power-CHP,CO2,0.0
859,2056,reg1,Nuc_SMR_Power-CHP,CO2,0.0
860,2057,reg1,Nuc_SMR_Power-CHP,CO2,0.0
861,2058,reg1,Nuc_SMR_Power-CHP,CO2,0.0
862,2059,reg1,Nuc_SMR_Power-CHP,CO2,0.0
863,2060,reg1,Nuc_SMR_Power-CHP,CO2,0.0
864,2025,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
865,2026,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
866,2027,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
867,2028,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
868,2029,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
869,2030,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
870,2031,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
871,2032,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
872,2033,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
873,2034,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
874,2035,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
875,2036,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
876,2037,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
877,2038,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
878,2039,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
879,2040,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
880,2041,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
881,2042,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
882,2043,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
883,2044,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
884,2045,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
885,2046,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
886,2047,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
887,2048,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
888,2049,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
889,2050,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
890,2051,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
891,2052,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
892,2053,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
893,2054,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
894,2055,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
895,2056,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
896,2057,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
897,2058,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
898,2059,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
899,2060,reg1,Nuc_SMR_Heat-CHP,CO2,0.0
900,2025,reg1,Nuc_SMR-H2_CHP,CO2,0.0
901,2026,reg1,Nuc_SMR-H2_CHP,CO2,0.0
902,2027,reg1,Nuc_SMR-H2_CHP,CO2,0.0
903,2028,reg1,Nuc_SMR-H2_CHP,CO2,0.0
904,2029,reg1,Nuc_SMR-H2_CHP,CO2,0.0
905,2030,reg1,Nuc_SMR-H2_CHP,CO2,0.0
906,2031,reg1,Nuc_SMR-H2_CHP,CO2,0.0
907,2032,reg1,Nuc_SMR-H2_CHP,CO2,0.0
908,2033,reg1,Nuc_SMR-H2_CHP,CO2,0.0
909,2034,reg1,Nuc_SMR-H2_CHP,CO2,0.0
910,2035,reg1,Nuc_SMR-H2_CHP,CO2,0.0
911,2036,reg1,Nuc_SMR-H2_CHP,CO2,0.0
912,2037,reg1,Nuc_SMR-H2_CHP,CO2,0.0
913,2038,reg1,Nuc_SMR-H2_CHP,CO2,0.0
914,2039,reg1,Nuc_SMR-H2_CHP,CO2,0.0
915,2040,reg1,Nuc_SMR-H2_CHP,CO2,0.0
916,2041,reg1,Nuc_SMR-H2_CHP,CO2,0.0
917,2042,reg1,Nuc_SMR-H2_CHP,CO2,0.0
918,2043,reg1,Nuc_SMR-H2_CHP,CO2,0.0
919,2044,reg1,Nuc_SMR-H2_CHP,CO2,0.0
920,2045,reg1,Nuc_SMR-H2_CHP,CO2,0.0
921,2046,reg1,Nuc_SMR-H2_CHP,CO2,0.0
922,2047,reg1,Nuc_SMR-H2_CHP,CO2,0.0
923,2048,reg1,Nuc_SMR-H2_CHP,CO2,0.0
924,2049,reg1,Nuc_SMR-H2_CHP,CO2,0.0
925,2050,reg1,Nuc_SMR-H2_CHP,CO2,0.0
926,2051,reg1,Nuc_SMR-H2_CHP,CO2,0.0
927,2052,reg1,Nuc_SMR-H2_CHP,CO2,0.0
928,2053,reg1,Nuc_SMR-H2_CHP,CO2,0.0
929,2054,reg1,Nuc_SMR-H2_CHP,CO2,0.0
930,2055,reg1,Nuc_SMR-H2_CHP,CO2,0.0
931,2056,reg1,Nuc_SMR-H2_CHP,CO2,0.0
932,2057,reg1,Nuc_SMR-H2_CHP,CO2,0.0
933,2058,reg1,Nuc_SMR-H2_CHP,CO2,0.0
934,2059,reg1,Nuc_SMR-H2_CHP,CO2,0.0
935,2060,reg1,Nuc_SMR-H2_CHP,CO2,0.0
936,2025,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
937,2026,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
938,2027,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
939,2028,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
940,2029,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
941,2030,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
942,2031,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
943,2032,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
944,2033,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
945,2034,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
946,2035,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
947,2036,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
948,2037,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
949,2038,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
950,2039,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
951,2040,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
952,2041,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
953,2042,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
954,2043,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
955,2044,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
956,2045,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
957,2046,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
958,2047,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
959,2048,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
960,2049,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
961,2050,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
962,2051,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
963,2052,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
964,2053,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
965,2054,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
966,2055,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
967,2056,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
968,2057,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
969,2058,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
970,2059,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
971,2060,reg1,Nuc_SMR-H2_Power-CHP,CO2,0.0
972,2025,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
973,2026,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
974,2027,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
975,2028,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
976,2029,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
977,2030,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
978,2031,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
979,2032,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
980,2033,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
981,2034,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
982,2035,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
983,2036,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
984,2037,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
985,2038,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
986,2039,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
987,2040,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
988,2041,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
989,2042,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
990,2043,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
991,2044,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
992,2045,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
993,2046,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
994,2047,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
995,2048,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
996,2049,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
997,2050,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
998,2051,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
999,2052,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
1000,2053,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
1001,2054,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
1002,2055,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
1003,2056,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
1004,2057,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
1005,2058,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
1006,2059,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
1007,2060,reg1,Nuc_SMR-H2_Heat-CHP,CO2,0.0
1008,2025,reg1,NGCC-CCS_CHP,CO2,0.0
1009,2026,reg1,NGCC-CCS_CHP,CO2,0.0
1010,2027,reg1,NGCC-CCS_CHP,CO2,0.0
1011,2028,reg1,NGCC-CCS_CHP,CO2,0.0
1012,2029,reg1,NGCC-CCS_CHP,CO2,0.0
1013,2030,reg1,NGCC-CCS_CHP,CO2,0.0
1014,2031,reg1,NGCC-CCS_CHP,CO2,0.0
1015,2032,reg1,NGCC-CCS_CHP,CO2,0.0
1016,2033,reg1,NGCC-CCS_CHP,CO2,0.0
1017,2034,reg1,NGCC-CCS_CHP,CO2,0.0
1018,2035,reg1,NGCC-CCS_CHP,CO2,0.0
1019,2036,reg1,NGCC-CCS_CHP,CO2,0.0
